OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;geometry;subject;region_name;regio_type;region_code;lon;lat
1687.0;NietWonen;13.0;3000.0;4.935.926;52.351.975;POINT(52.351975,4.935926);;;;;;
1688.0;NietWonen;30.0;8000.0;4.763.985;52.395.385;POINT(52.395385,4.763985);;;;;;
1689.0;Wonen;6.0;1000.0;4.860.811;52.373.769;POINT(52.373769,4.860811);;;;;;
1690.0;Wonen;220.0;54000.0;4.949.482;52.342.488;POINT(52.342488,4.949482);;;;;;
1691.0;Wonen;9.4;2000.0;4.964.565;52.323.365;POINT(52.323365,4.964565);;;;;;
1692.0;Wonen;9.4;2000.0;492.548;5.239.315;POINT(52.39315,4.92548);;;;;;
1693.0;NietWonen;38.0;10000.0;4.815.574;52.359.463;POINT(52.359463,4.815574);;;;;;
1694.0;Wonen;3.0;1000.0;4.941.689;52.370.867;POINT(52.370867,4.941689);;;;;;
1695.0;Wonen;9.4;2000.0;478.671;52.345.914;POINT(52.345914,4.78671);;;;;;
1696.0;Wonen;13.0;3000.0;4.944.447;52.321.722;POINT(52.321722,4.944447);;;;;;
1697.0;Wonen;9.4;2000.0;4.805.525;5.234.403;POINT(52.34403,4.805525);;;;;;
1698.0;Wonen;9.4;2000.0;4.966.301;52.304.865;POINT(52.304865,4.966301);;;;;;
1699.0;Wonen;9.4;2000.0;4.941.506;52.370.733;POINT(52.370733,4.941506);;;;;;
1700.0;Wonen;9.4;2000.0;4.929.775;52.394.453;POINT(52.394453,4.929775);;;;;;
1701.0;NietWonen;12.0;3000.0;4.942.308;52.322.187;POINT(52.322187,4.942308);;;;;;
1702.0;Wonen;9.4;2000.0;4.810.413;52.379.684;POINT(52.379684,4.810413);;;;;;
1703.0;Wonen;6.0;1000.0;4.850.561;52.367.653;POINT(52.367653,4.850561);;;;;;
1704.0;Wonen;9.4;2000.0;4.998.097;5.235.579;POINT(52.35579,4.998097);;;;;;
1705.0;Wonen;9.4;2000.0;4.786.589;52.345.796;POINT(52.345796,4.786589);;;;;;
1706.0;Wonen;9.4;2000.0;4.990.798;52.360.104;POINT(52.360104,4.990798);;;;;;
1707.0;Wonen;16.0;4000.0;4.890.296;52.422.441;POINT(52.422441,4.890296);;;;;;
1708.0;Wonen;12.0;3000.0;4.823.255;52.361.845;POINT(52.361845,4.823255);;;;;;
1709.0;Wonen;9.4;2000.0;5.019.259;52.306.641;POINT(52.306641,5.019259);;;;;;
1710.0;Wonen;9.4;2000.0;4.940.461;52.390.537;POINT(52.390537,4.940461);;;;;;
1711.0;Wonen;9.4;2000.0;4.983.633;52.325.981;POINT(52.325981,4.983633);;;;;;
1712.0;Wonen;9.4;2000.0;4.811.408;52.380.404;POINT(52.380404,4.811408);;;;;;
1713.0;Wonen;9.4;2000.0;4.778.288;52.353.346;POINT(52.353346,4.778288);;;;;;
1714.0;Wonen;9.4;2000.0;4.969.745;52.295.313;POINT(52.295313,4.969745);;;;;;
1715.0;NietWonen;60.0;15000.0;4.937.321;52.395.572;POINT(52.395572,4.937321);;;;;;
1716.0;Wonen;9.4;2000.0;4.814.769;52.355.384;POINT(52.355384,4.814769);;;;;;
1717.0;Wonen;9.4;2000.0;4.833.095;52.369.262;POINT(52.369262,4.833095);;;;;;
1718.0;Wonen;9.4;2000.0;4.928.927;52.407.142;POINT(52.407142,4.928927);;;;;;
1719.0;Wonen;9.4;2000.0;4.890.518;52.409.834;POINT(52.409834,4.890518);;;;;;
1720.0;Wonen;9.4;2000.0;4.968.839;52.303.339;POINT(52.303339,4.968839);;;;;;
1721.0;Wonen;9.4;2000.0;4.972.993;52.310.057;POINT(52.310057,4.972993);;;;;;
1722.0;Wonen;15.0;4000.0;4.885.124;52.350.079;POINT(52.350079,4.885124);;;;;;
1723.0;Wonen;9.4;2000.0;4.908.335;52.401.863;POINT(52.401863,4.908335);;;;;;
1724.0;Wonen;9.4;2000.0;4.941.201;52.370.698;POINT(52.370698,4.941201);;;;;;
1725.0;NietWonen;19.0;5000.0;4.800.275;52.381.534;POINT(52.381534,4.800275);;;;;;
1726.0;Wonen;9.4;2000.0;4.981.879;52.360.123;POINT(52.360123,4.981879);;;;;;
1727.0;Wonen;9.4;2000.0;4.789.519;52.349.371;POINT(52.349371,4.789519);;;;;;
1728.0;Wonen;9.4;2000.0;4.928.673;52.407.541;POINT(52.407541,4.928673);;;;;;
1729.0;NietWonen;84.0;21000.0;4.904.775;52.416.976;POINT(52.416976,4.904775);;;;;;
1730.0;NietWonen;162.0;41000.0;4.881.247;52.422.147;POINT(52.422147,4.881247);;;;;;
1731.0;NietWonen;435.0;107000.0;4.918.819;52.348.972;POINT(52.348972,4.918819);;;;;;
1732.0;NietWonen;56.0;14000.0;4.852.745;52.397.909;POINT(52.397909,4.852745);;;;;;
1733.0;Wonen;9.4;2000.0;4.919.083;5.240.212;POINT(52.40212,4.919083);;;;;;
1734.0;Wonen;9.4;2000.0;4.861.021;52.353.658;POINT(52.353658,4.861021);;;;;;
1735.0;Wonen;54.0;13000.0;4.934.899;52.361.958;POINT(52.361958,4.934899);;;;;;
1736.0;NietWonen;40.0;10000.0;4.867.641;52.381.419;POINT(52.381419,4.867641);;;;;;
1737.0;Wonen;9.4;2000.0;4.968.007;52.301.222;POINT(52.301222,4.968007);;;;;;
1738.0;Wonen;9.4;2000.0;4.771.574;52.352.856;POINT(52.352856,4.771574);;;;;;
1739.0;Wonen;6.0;1000.0;4.920.416;52.354.847;POINT(52.354847,4.920416);;;;;;
1740.0;Wonen;6.0;2000.0;4.907.777;52.357.954;POINT(52.357954,4.907777);;;;;;
1741.0;Wonen;8.0;2000.0;4.998.779;52.351.497;POINT(52.351497,4.998779);;;;;;
1742.0;Wonen;9.4;2000.0;4.870.946;52.323.587;POINT(52.323587,4.870946);;;;;;
1743.0;Wonen;9.4;2000.0;4.831.088;5.236.743;POINT(52.36743,4.831088);;;;;;
1744.0;Wonen;9.4;2000.0;4.905.968;52.420.324;POINT(52.420324,4.905968);;;;;;
1745.0;Wonen;9.4;2000.0;4.814.778;52.347.634;POINT(52.347634,4.814778);;;;;;
1746.0;NietWonen;9.4;2000.0;4.917.131;52.348.768;POINT(52.348768,4.917131);;;;;;
1747.0;Wonen;7.0;2000.0;4.856.613;52.382.825;POINT(52.382825,4.856613);;;;;;
1748.0;NietWonen;9.4;2000.0;4.793.203;52.340.648;POINT(52.340648,4.793203);;;;;;
1749.0;Wonen;9.4;2000.0;4.921.473;52.351.616;POINT(52.351616,4.921473);;;;;;
1750.0;NietWonen;227.0;58000.0;491.297;52.354.229;POINT(52.354229,4.91297);;;;;;
1751.0;NietWonen;185.0;46000.0;4.961.097;52.403.066;POINT(52.403066,4.961097);;;;;;
1752.0;Wonen;5.0;1000.0;4.916.334;52.385.842;POINT(52.385842,4.916334);;;;;;
1753.0;Wonen;9.4;2000.0;4.943.333;52.373.383;POINT(52.373383,4.943333);;;;;;
1754.0;Wonen;23.0;6000.0;4.870.491;52.381.549;POINT(52.381549,4.870491);;;;;;
1755.0;Wonen;9.4;2000.0;4.899.534;52.420.322;POINT(52.420322,4.899534);;;;;;
1756.0;Wonen;9.4;2000.0;4.792.259;52.381.084;POINT(52.381084,4.792259);;;;;;
1757.0;Wonen;9.4;2000.0;4.937.696;52.347.807;POINT(52.347807,4.937696);;;;;;
1758.0;Wonen;9.4;2000.0;4.824.762;52.360.731;POINT(52.360731,4.824762);;;;;;
1759.0;Wonen;9.4;2000.0;4.778.668;52.354.854;POINT(52.354854,4.778668);;;;;;
1760.0;Wonen;9.4;2000.0;4.804.738;52.342.363;POINT(52.342363,4.804738);;;;;;
1761.0;Wonen;9.4;2000.0;481.547;5.235.031;POINT(52.35031,4.81547);;;;;;
1762.0;Wonen;9.4;2000.0;4.929.542;52.409.226;POINT(52.409226,4.929542);;;;;;
1763.0;Wonen;9.4;2000.0;499.918;52.351.568;POINT(52.351568,4.99918);;;;;;
1764.0;Wonen;9.4;2000.0;4.819.687;52.346.738;POINT(52.346738,4.819687);;;;;;
1765.0;NietWonen;36.0;9000.0;4.940.081;52.359.418;POINT(52.359418,4.940081);;;;;;
1766.0;Wonen;9.4;2000.0;4.900.473;52.420.288;POINT(52.420288,4.900473);;;;;;
1767.0;Wonen;9.4;2000.0;4.869.296;52.341.722;POINT(52.341722,4.869296);;;;;;
1768.0;Wonen;9.4;2000.0;4.863.133;52.343.191;POINT(52.343191,4.863133);;;;;;
1769.0;Wonen;9.4;2000.0;4.969.077;5.230.542;POINT(52.30542,4.969077);;;;;;
1770.0;NietWonen;6.0;1000.0;4.936.332;52.390.433;POINT(52.390433,4.936332);;;;;;
1771.0;Wonen;9.4;2000.0;4.820.402;52.359.463;POINT(52.359463,4.820402);;;;;;
1772.0;Wonen;9.4;2000.0;4.977.652;52.326.648;POINT(52.326648,4.977652);;;;;;
1773.0;NietWonen;279.0;70000.0;4.980.337;5.230.871;POINT(52.30871,4.980337);;;;;;
1774.0;Wonen;9.4;2000.0;4.997.863;5.235.233;POINT(52.35233,4.997863);;;;;;
1775.0;Wonen;3.0;1000.0;4.824.384;5.236.033;POINT(52.36033,4.824384);;;;;;
1776.0;Wonen;9.4;2000.0;4.995.216;52.352.067;POINT(52.352067,4.995216);;;;;;
1777.0;Wonen;9.4;2000.0;4.875.211;5.234.847;POINT(52.34847,4.875211);;;;;;
1778.0;NietWonen;19.0;5000.0;4.799.094;52.380.843;POINT(52.380843,4.799094);;;;;;
1779.0;Wonen;9.4;2000.0;4.826.474;52.361.095;POINT(52.361095,4.826474);;;;;;
1780.0;Wonen;9.4;2000.0;4.808.487;52.353.178;POINT(52.353178,4.808487);;;;;;
1781.0;Wonen;11.0;3000.0;4.794.987;52.379.703;POINT(52.379703,4.794987);;;;;;
1782.0;NietWonen;9.4;2000.0;4.804.401;52.351.821;POINT(52.351821,4.804401);;;;;;
1783.0;Wonen;9.4;2000.0;4.802.625;52.342.701;POINT(52.342701,4.802625);;;;;;
1784.0;Wonen;9.4;2000.0;4.823.606;52.352.373;POINT(52.352373,4.823606);;;;;;
1785.0;Wonen;9.4;2000.0;4.981.968;52.360.655;POINT(52.360655,4.981968);;;;;;
1786.0;Wonen;9.4;2000.0;4.999.502;52.298.539;POINT(52.298539,4.999502);;;;;;
1787.0;NietWonen;8.0;2000.0;486.257;52.346.001;POINT(52.346001,4.86257);;;;;;
1788.0;NietWonen;6.0;1000.0;4.931.576;52.378.486;POINT(52.378486,4.931576);;;;;;
1789.0;Wonen;9.4;2000.0;499.847;52.352.421;POINT(52.352421,4.99847);;;;;;
1790.0;Wonen;9.4;2000.0;4.977.586;52.361.295;POINT(52.361295,4.977586);;;;;;
1791.0;Wonen;60.0;15000.0;4.935.603;52.361.445;POINT(52.361445,4.935603);;;;;;
1792.0;Wonen;9.4;2000.0;4.983.231;52.326.488;POINT(52.326488,4.983231);;;;;;
1793.0;Wonen;14.0;4000.0;4.885.068;52.351.445;POINT(52.351445,4.885068);;;;;;
1794.0;Wonen;9.4;2000.0;4.812.946;52.350.232;POINT(52.350232,4.812946);;;;;;
1795.0;Wonen;9.4;2000.0;4.963.252;52.324.062;POINT(52.324062,4.963252);;;;;;
1796.0;Wonen;9.4;2000.0;4.778.068;52.354.991;POINT(52.354991,4.778068);;;;;;
1797.0;NietWonen;6.0;1000.0;4.867.126;52.324.524;POINT(52.324524,4.867126);;;;;;
1798.0;Wonen;9.4;2000.0;4.806.531;52.352.035;POINT(52.352035,4.806531);;;;;;
1799.0;Wonen;9.4;2000.0;4.948.335;52.343.737;POINT(52.343737,4.948335);;;;;;
1800.0;Wonen;4.0;1000.0;4.978.837;52.299.912;POINT(52.299912,4.978837);;;;;;
1801.0;Wonen;9.4;2000.0;494.829;5.240.001;POINT(52.40001,4.94829);;;;;;
1802.0;Wonen;9.4;2000.0;4.896.128;52.420.518;POINT(52.420518,4.896128);;;;;;
1803.0;Wonen;9.4;2000.0;495.272;52.317.596;POINT(52.317596,4.95272);;;;;;
1804.0;Wonen;6.0;1000.0;4.936.615;52.363.278;POINT(52.363278,4.936615);;;;;;
1805.0;NietWonen;25.0;6000.0;4.903.072;52.394.335;POINT(52.394335,4.903072);;;;;;
1806.0;Wonen;2.0;1000.0;4.864.178;52.367.507;POINT(52.367507,4.864178);;;;;;
1807.0;Wonen;9.4;2000.0;4.929.925;52.408.578;POINT(52.408578,4.929925);;;;;;
1808.0;Wonen;9.4;2000.0;4.799.672;52.350.591;POINT(52.350591,4.799672);;;;;;
1809.0;Wonen;3.0;1000.0;4.926.384;52.409.225;POINT(52.409225,4.926384);;;;;;
1810.0;Wonen;6.0;1000.0;4.882.834;52.355.365;POINT(52.355365,4.882834);;;;;;
1811.0;Wonen;8.0;2000.0;4.781.245;52.351.605;POINT(52.351605,4.781245);;;;;;
1812.0;Wonen;8.0;2000.0;4.938.288;52.351.201;POINT(52.351201,4.938288);;;;;;
1813.0;Wonen;9.4;2000.0;4.965.251;52.324.635;POINT(52.324635,4.965251);;;;;;
1814.0;Wonen;9.4;2000.0;4.966.517;52.319.377;POINT(52.319377,4.966517);;;;;;
1815.0;Wonen;9.4;2000.0;4.814.739;52.348.968;POINT(52.348968,4.814739);;;;;;
1816.0;NietWonen;3.0;1000.0;4.916.011;52.340.267;POINT(52.340267,4.916011);;;;;;
1817.0;NietWonen;10.0;2000.0;4.872.481;52.337.241;POINT(52.337241,4.872481);;;;;;
1818.0;Wonen;16.0;4000.0;4.885.308;52.351.201;POINT(52.351201,4.885308);;;;;;
1819.0;Wonen;9.4;2000.0;4.994.929;52.392.006;POINT(52.392006,4.994929);;;;;;
1820.0;Wonen;9.4;2000.0;492.541;52.409.469;POINT(52.409469,4.92541);;;;;;
1821.0;NietWonen;27.0;7000.0;4.859.117;52.383.452;POINT(52.383452,4.859117);;;;;;
1822.0;Wonen;9.4;2000.0;4.899.551;52.419.808;POINT(52.419808,4.899551);;;;;;
1823.0;Wonen;9.4;2000.0;4.982.463;52.325.946;POINT(52.325946,4.982463);;;;;;
1824.0;Wonen;9.4;2000.0;4.883.263;52.416.129;POINT(52.416129,4.883263);;;;;;
1825.0;NietWonen;32.0;8000.0;4.869.735;52.351.066;POINT(52.351066,4.869735);;;;;;
1826.0;Wonen;9.4;2000.0;4.789.372;52.350.732;POINT(52.350732,4.789372);;;;;;
1827.0;Wonen;9.4;2000.0;4.993.286;52.355.141;POINT(52.355141,4.993286);;;;;;
1828.0;Wonen;9.4;2000.0;4.826.738;52.361.098;POINT(52.361098,4.826738);;;;;;
1829.0;Wonen;9.4;2000.0;4.821.207;52.360.224;POINT(52.360224,4.821207);;;;;;
1830.0;Wonen;9.4;2000.0;4.823.308;52.362.282;POINT(52.362282,4.823308);;;;;;
1831.0;Wonen;12.0;3000.0;4.867.643;52.370.633;POINT(52.370633,4.867643);;;;;;
1832.0;Wonen;9.4;2000.0;4.997.272;52.352.644;POINT(52.352644,4.997272);;;;;;
1833.0;Wonen;9.4;2000.0;4.821.475;52.374.327;POINT(52.374327,4.821475);;;;;;
1834.0;Wonen;9.4;2000.0;4.792.495;52.345.042;POINT(52.345042,4.792495);;;;;;
1835.0;NietWonen;79.0;20000.0;4.978.623;52.356.409;POINT(52.356409,4.978623);;;;;;
1836.0;NietWonen;9.4;2000.0;490.561;52.402.624;POINT(52.402624,4.90561);;;;;;
1837.0;Wonen;19.0;5000.0;4.880.323;52.352.559;POINT(52.352559,4.880323);;;;;;
1838.0;Wonen;5.0;1000.0;4.936.227;52.354.028;POINT(52.354028,4.936227);;;;;;
1839.0;Wonen;9.4;2000.0;4.896.925;52.409.785;POINT(52.409785,4.896925);;;;;;
1840.0;Wonen;8.0;2000.0;4.926.385;52.355.468;POINT(52.355468,4.926385);;;;;;
1841.0;Wonen;3.0;1000.0;4.913.849;5.238.568;POINT(52.38568,4.913849);;;;;;
1842.0;Wonen;22.0;5000.0;4.944.172;5.232.088;POINT(52.32088,4.944172);;;;;;
1843.0;Wonen;9.4;2000.0;4.934.713;52.348.641;POINT(52.348641,4.934713);;;;;;
1844.0;Wonen;9.4;2000.0;4.917.698;52.408.824;POINT(52.408824,4.917698);;;;;;
1845.0;Wonen;9.4;2000.0;4.981.253;52.361.625;POINT(52.361625,4.981253);;;;;;
1846.0;NietWonen;200.0;49000.0;4.798.409;5.241.817;POINT(52.41817,4.798409);;;;;;
1847.0;NietWonen;12.0;3000.0;4.877.793;52.355.841;POINT(52.355841,4.877793);;;;;;
1848.0;Wonen;9.4;2000.0;4.815.506;52.383.214;POINT(52.383214,4.815506);;;;;;
1849.0;Wonen;9.4;2000.0;4.918.379;52.403.385;POINT(52.403385,4.918379);;;;;;
1850.0;NietWonen;14.0;4000.0;4.942.746;52.322.556;POINT(52.322556,4.942746);;;;;;
1851.0;Wonen;6.0;1000.0;4.784.252;52.352.176;POINT(52.352176,4.784252);;;;;;
1852.0;Wonen;6.0;1000.0;493.978;52.354.777;POINT(52.354777,4.93978);;;;;;
1853.0;Wonen;9.4;2000.0;4.821.723;52.374.102;POINT(52.374102,4.821723);;;;;;
1854.0;NietWonen;2.0;0.0;485.603;52.382.059;POINT(52.382059,4.85603);;;;;;
1855.0;Wonen;9.4;2000.0;483.272;52.369.333;POINT(52.369333,4.83272);;;;;;
1856.0;Wonen;9.4;2000.0;4.803.702;52.354.089;POINT(52.354089,4.803702);;;;;;
1857.0;NietWonen;20.0;5000.0;4.763.985;52.394.971;POINT(52.394971,4.763985);;;;;;
1858.0;Wonen;9.4;2000.0;4.889.289;52.410.488;POINT(52.410488,4.889289);;;;;;
1859.0;Wonen;9.4;2000.0;4.967.535;52.304.494;POINT(52.304494,4.967535);;;;;;
1860.0;Wonen;9.4;2000.0;4.988.931;52.321.286;POINT(52.321286,4.988931);;;;;;
1861.0;Wonen;14.0;4000.0;4.885.319;5.235.078;POINT(52.35078,4.885319);;;;;;
1862.0;Wonen;37.0;9000.0;4.924.739;52.358.494;POINT(52.358494,4.924739);;;;;;
1863.0;Wonen;9.4;2000.0;4.857.802;52.330.647;POINT(52.330647,4.857802);;;;;;
1864.0;Wonen;10.0;2000.0;49.361;52.360.614;POINT(52.360614,4.9361);;;;;;
1865.0;Wonen;9.4;2000.0;4.792.287;52.378.956;POINT(52.378956,4.792287);;;;;;
1866.0;Wonen;9.4;2000.0;4.783.271;52.346.356;POINT(52.346356,4.783271);;;;;;
1867.0;NietWonen;42.0;10000.0;4.837.288;52.365.735;POINT(52.365735,4.837288);;;;;;
1868.0;Wonen;9.4;2000.0;4.816.591;5.235.433;POINT(52.35433,4.816591);;;;;;
1869.0;Wonen;9.4;2000.0;4.801.072;52.346.716;POINT(52.346716,4.801072);;;;;;
1870.0;NietWonen;13.0;3000.0;4.857.191;52.380.275;POINT(52.380275,4.857191);;;;;;
1871.0;Wonen;9.4;2000.0;489.862;52.339.463;POINT(52.339463,4.89862);;;;;;
1872.0;Wonen;9.4;2000.0;4.894.081;52.410.585;POINT(52.410585,4.894081);;;;;;
1873.0;Wonen;9.4;2000.0;4.771.708;52.352.809;POINT(52.352809,4.771708);;;;;;
1874.0;Wonen;9.4;2000.0;4.778.251;52.348.906;POINT(52.348906,4.778251);;;;;;
1875.0;Wonen;9.4;2000.0;4.969.893;52.293.646;POINT(52.293646,4.969893);;;;;;
1876.0;Wonen;9.4;2000.0;4.811.418;52.380.186;POINT(52.380186,4.811418);;;;;;
1877.0;Wonen;9.4;2000.0;4.995.616;52.298.027;POINT(52.298027,4.995616);;;;;;
1878.0;Wonen;9.4;2000.0;4.962.119;52.321.606;POINT(52.321606,4.962119);;;;;;
1879.0;Wonen;9.4;2000.0;4.819.545;52.348.624;POINT(52.348624,4.819545);;;;;;
1880.0;Wonen;9.4;2000.0;4.817.627;52.352.631;POINT(52.352631,4.817627);;;;;;
1881.0;Wonen;8.0;2000.0;4.846.666;52.352.725;POINT(52.352725,4.846666);;;;;;
1882.0;Wonen;9.4;2000.0;4.900.709;52.408.026;POINT(52.408026,4.900709);;;;;;
1883.0;NietWonen;69.0;17000.0;4.922.026;52.410.789;POINT(52.410789,4.922026);;;;;;
1884.0;Wonen;9.4;2000.0;4.823.055;5.236.234;POINT(52.36234,4.823055);;;;;;
1885.0;Wonen;48.0;12000.0;5.001.386;52.353.782;POINT(52.353782,5.001386);;;;;;
1886.0;Wonen;8.0;2000.0;4.778.249;5.235.331;POINT(52.35331,4.778249);;;;;;
1887.0;Wonen;8.0;2000.0;4.978.744;52.327.431;POINT(52.327431,4.978744);;;;;;
1888.0;Wonen;9.4;2000.0;4.809.408;52.342.569;POINT(52.342569,4.809408);;;;;;
1889.0;Wonen;3.0;1000.0;4.915.283;5.238.403;POINT(52.38403,4.915283);;;;;;
1890.0;Wonen;9.4;2000.0;4.912.886;5.240.094;POINT(52.40094,4.912886);;;;;;
1891.0;Wonen;9.4;2000.0;4.832.738;52.369.429;POINT(52.369429,4.832738);;;;;;
1892.0;NietWonen;9.4;2000.0;4.797.538;52.352.619;POINT(52.352619,4.797538);;;;;;
1893.0;Wonen;9.4;2000.0;4.883.911;5.241.338;POINT(52.41338,4.883911);;;;;;
1894.0;NietWonen;20.0;5000.0;4.994.939;52.358.283;POINT(52.358283,4.994939);;;;;;
1895.0;Wonen;19.0;5000.0;4.831.251;52.350.366;POINT(52.350366,4.831251);;;;;;
1896.0;Wonen;9.4;2000.0;4.800.623;52.345.741;POINT(52.345741,4.800623);;;;;;
1897.0;Wonen;9.4;2000.0;4.995.243;52.298.792;POINT(52.298792,4.995243);;;;;;
1898.0;Wonen;9.4;2000.0;4.837.555;52.383.737;POINT(52.383737,4.837555);;;;;;
1899.0;Wonen;9.4;2000.0;4.995.171;52.356.546;POINT(52.356546,4.995171);;;;;;
1900.0;NietWonen;35.0;9000.0;4.830.869;52.380.231;POINT(52.380231,4.830869);;;;;;
1901.0;Wonen;9.4;2000.0;4.873.882;52.342.974;POINT(52.342974,4.873882);;;;;;
1902.0;Wonen;9.4;2000.0;4.980.023;5.236.153;POINT(52.36153,4.980023);;;;;;
1903.0;Wonen;12.0;3000.0;5.002.219;52.349.843;POINT(52.349843,5.002219);;;;;;
1904.0;Wonen;9.4;2000.0;4.994.691;523.568;POINT(52.3568,4.994691);;;;;;
1905.0;Wonen;9.4;2000.0;4.941.445;52.370.725;POINT(52.370725,4.941445);;;;;;
1906.0;NietWonen;20.0;5000.0;4.798.594;52.381.506;POINT(52.381506,4.798594);;;;;;
1907.0;NietWonen;15.0;4000.0;4.941.294;52.321.793;POINT(52.321793,4.941294);;;;;;
1908.0;Wonen;9.4;2000.0;4.816.082;5.235.234;POINT(52.35234,4.816082);;;;;;
1909.0;Wonen;6.0;1000.0;4.929.797;52.361.784;POINT(52.361784,4.929797);;;;;;
1910.0;Wonen;9.4;2000.0;5.016.041;52.304.302;POINT(52.304302,5.016041);;;;;;
1911.0;Wonen;47.0;12000.0;4.934.458;52.361.857;POINT(52.361857,4.934458);;;;;;
1912.0;Wonen;9.4;2000.0;4.769.986;52.351.189;POINT(52.351189,4.769986);;;;;;
1913.0;Wonen;9.4;2000.0;4.777.527;52.353.099;POINT(52.353099,4.777527);;;;;;
1914.0;Wonen;9.4;2000.0;4.979.485;52.291.615;POINT(52.291615,4.979485);;;;;;
1915.0;Wonen;30.0;7000.0;4.987.432;52.364.389;POINT(52.364389,4.987432);;;;;;
1916.0;NietWonen;8.0;2000.0;4.836.129;52.367.984;POINT(52.367984,4.836129);;;;;;
1917.0;NietWonen;9.4;2000.0;4.830.323;52.390.627;POINT(52.390627,4.830323);;;;;;
1918.0;NietWonen;5.0;1000.0;4.849.795;52.380.515;POINT(52.380515,4.849795);;;;;;
1919.0;Wonen;4.0;1000.0;4.943.976;52.361.171;POINT(52.361171,4.943976);;;;;;
1920.0;Wonen;9.4;2000.0;4.813.011;5.234.873;POINT(52.34873,4.813011);;;;;;
1921.0;NietWonen;118.0;29000.0;4.926.294;52.362.643;POINT(52.362643,4.926294);;;;;;
1922.0;Wonen;9.4;2000.0;4.969.199;52.299.362;POINT(52.299362,4.969199);;;;;;
1923.0;NietWonen;3.0;1000.0;4.910.316;52.402.172;POINT(52.402172,4.910316);;;;;;
1924.0;Wonen;9.4;2000.0;4.824.165;52.343.226;POINT(52.343226,4.824165);;;;;;
1925.0;Wonen;9.4;2000.0;499.467;52.294.237;POINT(52.294237,4.99467);;;;;;
1926.0;Wonen;9.4;2000.0;4.825.523;52.361.307;POINT(52.361307,4.825523);;;;;;
1927.0;Wonen;8.0;2000.0;4.944.784;52.320.315;POINT(52.320315,4.944784);;;;;;
1928.0;Wonen;9.4;2000.0;4.815.341;52.350.309;POINT(52.350309,4.815341);;;;;;
1929.0;Wonen;9.4;2000.0;4.784.588;52.348.255;POINT(52.348255,4.784588);;;;;;
1930.0;Wonen;12.0;3000.0;4.944.747;52.321.388;POINT(52.321388,4.944747);;;;;;
1931.0;Wonen;18.0;4000.0;4.819.809;52.359.456;POINT(52.359456,4.819809);;;;;;
1932.0;NietWonen;215.0;53000.0;4.931.462;5.235.778;POINT(52.35778,4.931462);;;;;;
1933.0;Wonen;9.4;2000.0;4.962.529;52.320.475;POINT(52.320475,4.962529);;;;;;
1934.0;NietWonen;52.0;13000.0;4.910.671;52.353.327;POINT(52.353327,4.910671);;;;;;
1935.0;NietWonen;6.0;1000.0;4.851.497;52.334.706;POINT(52.334706,4.851497);;;;;;
1936.0;Wonen;9.4;2000.0;4.817.328;52.350.311;POINT(52.350311,4.817328);;;;;;
1937.0;NietWonen;11.0;3000.0;5.008.549;52.347.735;POINT(52.347735,5.008549);;;;;;
1938.0;Wonen;9.4;2000.0;4.935.185;52.348.513;POINT(52.348513,4.935185);;;;;;
1939.0;Wonen;2.0;0.0;485.641;52.381.149;POINT(52.381149,4.85641);;;;;;
1940.0;Wonen;9.4;2000.0;4.803.932;52.343.089;POINT(52.343089,4.803932);;;;;;
1941.0;Wonen;9.4;2000.0;4.962.247;52.319.651;POINT(52.319651,4.962247);;;;;;
1942.0;Wonen;13.0;3000.0;4.947.959;52.372.276;POINT(52.372276,4.947959);;;;;;
1943.0;Wonen;9.4;2000.0;4.788.679;52.383.083;POINT(52.383083,4.788679);;;;;;
1944.0;Wonen;9.4;2000.0;4.989.062;52.321.091;POINT(52.321091,4.989062);;;;;;
1945.0;Wonen;9.4;2000.0;4.820.482;52.373.921;POINT(52.373921,4.820482);;;;;;
1946.0;NietWonen;40.0;10000.0;4.775.313;52.389.783;POINT(52.389783,4.775313);;;;;;
1947.0;Wonen;9.4;2000.0;4.898.583;5.233.843;POINT(52.33843,4.898583);;;;;;
1948.0;Wonen;9.4;2000.0;4.962.393;52.323.369;POINT(52.323369,4.962393);;;;;;
1949.0;Wonen;9.4;2000.0;4.980.486;52.328.505;POINT(52.328505,4.980486);;;;;;
1950.0;Wonen;7.0;2000.0;4.799.583;52.380.782;POINT(52.380782,4.799583);;;;;;
1951.0;Wonen;9.4;2000.0;4.923.283;52.407.363;POINT(52.407363,4.923283);;;;;;
1952.0;Wonen;3.0;1000.0;4.873.908;52.384.793;POINT(52.384793,4.873908);;;;;;
1953.0;Wonen;9.4;2000.0;4.922.522;52.406.979;POINT(52.406979,4.922522);;;;;;
1954.0;Wonen;9.4;2000.0;4.902.498;52.420.934;POINT(52.420934,4.902498);;;;;;
1955.0;Wonen;9.4;2000.0;4.951.377;52.372.372;POINT(52.372372,4.951377);;;;;;
1956.0;Wonen;9.4;2000.0;4.806.033;52.342.568;POINT(52.342568,4.806033);;;;;;
1957.0;Wonen;9.4;2000.0;4.864.323;52.351.471;POINT(52.351471,4.864323);;;;;;
1958.0;NietWonen;20.0;5000.0;4.849.227;52.381.411;POINT(52.381411,4.849227);;;;;;
